,index,song,artist
1366,4732,Duele El Corazon,Enrique Iglesias
1367,7558,Don'T Do Me Like That,Tom Petty And The Heartbreakers
1368,495,It'S You,Ali Gatie
1369,4825,Man Of The Woods,Justin Timberlake
1370,3866,Beggin For Thread,Banks
1371,4341,Up,Desiigner
1372,8769,Little Things,One Direction
1373,5344,Lil Secret,Jack Harlow
1374,6431,Slave,Logic
1375,4905,Prayers Up,Calvin Harris
1376,2283,Speed It Up,Gunna
1377,3962,Bang Bang,Ynw Melly
1378,5817,Sigue,J Balvin
1379,2547,Nothing But Trouble  Instagram Models,Lil Wayne
1380,957,Start Wit Me,Roddy Ricch
1381,2295,Feelings,Lauv
1382,6205,Mary Jane'S Last Dance,Tom Petty And The Heartbreakers
1383,4558,Work Out,Chance The Rapper
1384,9484,182  Happy Days,Blink
1385,576,Don'T Stop Believin',Journey
1386,7236,Just So You Remember,Pusha T
1387,3308,All I Want For Christmas Is You,Michael Bublé
1388,2430,I'M Tired,Labrinth
1389,9147,Rushing Back,Flume
1390,5256,Next To Me,Otto Knows
1391,579,Paradise,Bazzi
1392,69,All I Want For Christmas Is You,Mariah Carey
1393,9311,Girls Go Down,A Boogie Wit Da Hoodie
1394,1054,Don’T Blame Me,Taylor Swift
1395,10281,Glock In My Purse,Lil Uzi Vert
1396,249,Go Flex,Post Malone
1397,29,Stay,The Kid Laroi
1398,4063,Life'S A Mess Ii,Juice Wrld
1399,8904,Rooting For You,Alessia Cara
1400,7065,Bird Set Free,Sia
1401,4605,London,Bia
1402,4297,White Horse (Taylor’S Version),Taylor Swift
1403,9013,Codes,Ellie Goulding
1404,1927,Merry Christmas Darling  Remix,Carpenters
1405,7848,Paradise,Logic
1406,5539,Brazil,Declan Mckenna
1407,3093,Bon Appétit,Katy Perry
1408,7577,Hold The Line,Avicii
1409,3140,Treacherous (Taylor'S Version),Taylor Swift
1410,8306,Drop It Like It'S Hot,Snoop Dogg
1411,6040,Weekend,Priory
1412,6058,Shake Up Christmas,Train
1413,9777,Chad,Isaiah Rashad
1414,6398,Status,Nav
1415,5077,Rambo,Bryson Tiller
1416,9017,Christmas Is Coming,Vince Guaraldi Trio
1417,6993,182  Cynical,Blink
1418,1539,Mr Loverman,Ricky Montgomery
1419,3954,Album Of The Year  Freestyle,J. Cole
1420,9381,How Could You,Jessie Murph
1421,9617,Always Gonna Love You,Florida Georgia Line
1422,5452,Ecstasy,Young Thug
1423,5788,Drip Drip Drip,Tory Lanez
1424,1784,Collard Greens,Schoolboy Q
1425,1902,Run Me Dry,Bryson Tiller
1426,1855,Someone Like You,Adele
1427,6979,Real Ties,Lil Skies
1428,2719,Formula,Labrinth
1429,2770,Audio,Sia
1430,9954,Loyal,Odesza
1431,2016,Gatúbela,Karol G
1432,10005,I Must Apologise,Pinkpantheress
1433,9118,Hope  Stop,J
1434,1584,Time Today,Moneybagg Yo
1435,10821,Desperado  Eagles 2013 Remaster,Eagles
1436,4624,Ink Blot,Logic
1437,4749,Me And My Broken Heart,Rixton
1438,9205,Hi Wendy!,Xxxtentacion
1439,4471,Shots,Imagine Dragons
1440,5563,Super Freak,Rick James
1441,9913,Moment'S Silence (Common Tongue),Hozier
1442,3859,Fútbol & Rumba,Anuel Aa
1443,533,The Remedy For A Broken Heart (Why Am I So In Love),Xxxtentacion
1444,3402,Reckless,Madison Beer
1445,3547,Reputation,Post Malone
1446,6706,All Of Me,Big Gigantic
1447,8059,Sweet Talker,Jessie J
1448,11052,Harder To Breathe,Maroon 5
1449,4838,Shot In The Dark,John Mayer
1450,2872,Daisies,Katy Perry
1451,7058,Hooligan,Baby Keem
1452,7518,You Belong With Me,Taylor Swift
1453,3054,Dip,Tyga
1454,7246,Everyday We Lit (Remix),Yfn Lucci
1455,5053,"Young, Wild & Free",Snoop Dogg
1456,5226,Better Luck Next Time,Kelsea Ballerini
1457,2164,Qué Más Pues?,J Balvin
1458,4436,Silverado For Sale,Morgan Wallen
1459,5999,Like I Loved You,Brett Young
1460,5792,134340,Bts
1461,3712,The Plan,Travis Scott
1462,1266,Champagne Problems,Taylor Swift
1463,9719,Best For Me,The Kid Laroi
1464,6015,Love It If We Made It,The 1975
1465,2837,State Of Grace (Taylor'S Version),Taylor Swift
1466,341,7 Years,Lukas Graham
1467,9812,My Eyes,The Lumineers
1468,2839,American Oxygen,Rihanna
1469,8753,Quittin' Time,Zach Bryan
1470,10001,Cry Baby,The Neighbourhood
1471,4789,Player,Tinashe
1472,5112,Championships,Meek Mill
1473,9542,Growing Up,Thomas Rhett
1474,10909,I Hate U I Love U,Gnash
1475,6411,Need A Boat,Morgan Wallen
1476,6769,Summerthing!,Afrojack
1477,2056,If I Didn'T Love You,Jason Aldean
1478,3073,Wassup,Logic
1479,1108,Cross Me,Ed Sheeran
1480,3055,Do It,Chloe X Halle
1481,7947,Quarantine Thick,2 Chainz
1482,729,Stay,Kygo
1483,2301,Fake Love,Bts
1484,8518,Surrender,Jhené Aiko
1485,6495,All Night,Steve Aoki
1486,1402,Mary On A Cross,Ghost
1487,9922,Guys,The 1975
1488,1231,Soltera  Remix,Lunay
1489,7689,Fr,Lil Baby
1490,499,Lost,Frank Ocean
1491,5914,Pluto Projector,Rex Orange County
1492,3091,Feel The Love,Kids See Ghosts
1493,9580,I Won,Ty Dolla $Ign
1494,2916,Hold Back The River,James Bay
1495,9773,Haunting,Halsey
1496,5071,Schemin Up,Ob Obrien
1497,4852,Fix,Chris Lane
1498,8644,Hard On Yourself,Charlie Puth
1499,2401,Beg For It,Iggy Azalea
1500,1742,Sugar Wraith,Post Malone
1501,5672,Nothing Like You,Luke Combs
1502,1142,Deja Vu,Post Malone
1503,1330,Bed,Nicki Minaj
1504,4823,Demon Time,Trippie Redd
1505,784,Sofia,Clairo
1506,1129,Back To You,Louis Tomlinson
1507,1605,1985  Intro To “The Fall Off”,J. Cole
1508,2720,Hercules,Young Thug
1509,7167,Class Fight,Melanie Martinez
1510,2746,Safety Net,Ariana Grande
1511,4346,Knocked Off,Youngboy Never Broke Again
1512,2434,Loyal,Partynextdoor
1513,8376,Drop Out,Lil Pump
1514,10006,This Town,Kygo
1515,7916,No Me Ame,Rvssian
1516,1361,Atm,J. Cole
1517,1735,Purple Lamborghini,Skrillex
1518,141,Everybody Dies In Their Nightmares,Xxxtentacion
1519,6323,Max B,A$Ap Rocky
1520,3967,Wish,Diplo
1521,6001,Leave Your Lover,Sam Smith
1522,6119,Alien Boy,Oliver Tree
1523,605,Idgaf,Dua Lipa
1524,4800,You Were Good To Me (Bonus Track),Jeremy Zucker
1525,2616,Running Out Of Time,"Tyler, The Creator"
1526,4106,Wilshire,"Tyler, The Creator"
1527,3877,The Joker And The Queen,Ed Sheeran
1528,2645,Versace On The Floor,Bruno Mars
1529,192,Death Bed,Powfu
1530,4075,Dangerous,Meek Mill
1531,6236,High End,Chris Brown
1532,11071,Waterfalls,Tlc
1533,2127,Christmas Time Is Here  Vocal  Album Version,Vince Guaraldi Trio
1534,6326,Things Change,Bryson Tiller
1535,10508,Money Team,Friyie
1536,6866,No Debate,Nav
1537,10179,First Love,Lost Kings
1538,3564,Sober,Childish Gambino
1539,5361,Megan'S Piano,Megan Thee Stallion
1540,6048,"Don'T Give Up On Me  (From ""Five Feet Apart"")",Andy Grammer
1541,696,Goosebumps  Remix,Travis Scott
1542,9398,I'M Still Here,Sia
1543,5374,Greedy,Ariana Grande
1544,2331,Window Pain  Outro,J. Cole
1545,9021,Please,Lil Baby
1546,9754,Die For A Man,Bebe Rexha
1547,6468,Light It Up,Migos
1548,6502,Okay,Lil Baby
1549,10050,End This (L.O.V.E.),Hailee Steinfeld
1550,10608,Radio,Sylvan Esso
1551,9826,Make It Out,Lil Baby
1552,2104,Seek & Destroy,Sza
1553,10253,10 Feet Down,Nf
1554,10093,Distracted Youth,Quinn Xcii
1555,4466,I Guess I Just Feel Like,John Mayer
1556,9050,Time Piece,Nav
1557,1166,Esskeetit,Lil Pump
1558,4148,Been Like This,Doja Cat
1559,3790,Need Me,J.I The Prince Of N.Y
1560,707,Die A Happy Man,Thomas Rhett
1561,5458,Hair Down,Sir
1562,3522,O Christmas Tree,Tony Bennett
1563,8656,Out Of The Woods,Ryan Adams
1564,2315,Thumbs,Sabrina Carpenter
1565,2392,Let You Love Me,Rita Ora
1566,281,Running Up That Hill (A Deal With God),Kate Bush
1567,3065,Someone New,Hozier
1568,4073,The First Noël,Andy Williams
1569,5091,Cold As You,Luke Combs
1570,1576,Focus,Ariana Grande
1571,4514,Better Believe,Belly
1572,206,Last Christmas,Wham!
1573,4659,D.M.B.,A$Ap Rocky
1574,916,Me!,Taylor Swift
1575,5087,Million Dollar Play,Future
1576,6421,Drinkin' Too Much,Sam Hunt
1577,10124,Movement,Hozier
1578,981,Who Do You Love,The Chainsmokers
1579,3156,I Can See,Mac Miller
1580,10872,"How Big, How Blue, How Beautiful",Florence + The Machine
1581,2311,Mockingbird,Eminem
1582,4373,For Fun,Lil Uzi Vert
1583,4547,Ex To See,Sam Hunt
1584,990,Everyday We Lit,Yfn Lucci
1585,3609,Homemade Dynamite  Remix,Lorde
1586,1310,3 Headed Goat,Lil Durk
1587,8697,Love Thy Enemies,Future
1588,5606,Cleopatra,The Lumineers
1589,1046,5 Foot 9,Tyler Hubbard
1590,3530,Deserve You,Justin Bieber
1591,6050,Neighbor,Juicy J
1592,7170,Dream  That'S My Shit,The
1593,8555,Born Tired,Jhené Aiko
1594,1748,Kelly Price,Migos
1595,7017,Devil,Cash Cash
1596,1153,Lay It All On Me,Rudimental
1597,6958,Hibachi,Roddy Ricch
1598,556,Hot,Young Thug
1599,9578,Infatuation,Takeoff
1600,8765,World Is Yours,Rich The Kid
1601,5576,Say You Do,Dierks Bentley
1602,2457,Might Not,Belly
1603,9090,Concrete,Lovejoy
1604,6061,King Of My Heart,Taylor Swift
1605,6846,Lying,Lil Baby
1606,39,Levitating,Dua Lipa
1607,3171,Jerry Sprunger,Tory Lanez
1608,6337,No Fun,Joji
1609,5877,Trust,Jonas Brothers
1610,6870,Simple Things,Nas
1611,1043,Wonder,Shawn Mendes
1612,602,Lights Up,Harry Styles
1613,8713,Just A Friend,Biz Markie
1614,3098,Money Bag,Cardi B
1615,6036,River,Joni Mitchell
1616,5749,The Matrimony,Wale
1617,1843,God.,Kendrick Lamar
1618,4895,Almeda,Solange
1619,10752,Don'T You Worry Child,Swedish House Mafia
1620,2030,Wandered To La,Juice Wrld
1621,930,Shotta Flow,Nle Choppa
1622,2320,Soy El Unico,Yahritza Y Su Esencia
1623,2978,Perfect Illusion,Lady Gaga
1624,7009,Keep Doing What You'Re Doing,Bryson Tiller
1625,7671,Attention,Schoolboy Q
1626,925,Tusa,Karol G
1627,1256,Kevin’S Heart,J. Cole
1628,10072,Voicemail,Russ
1629,6141,All Summer Long,Kid Rock
1630,9535,Demons In My Cup,Nav
1631,2673,About The Money,T.I.
1632,9469,Missing U,Robyn
1633,4223,Famous,21 Savage
1634,9539,Hope  Future,J
1635,11041,Mistletoe,Colbie Caillat
1636,7837,3Am,Russ
1637,6820,Blood // Water,Grandson
1638,330,You Right,Doja Cat
1639,7378,Forgiven,2 Chainz
1640,5451,Wheels On The Bus,Melanie Martinez
1641,6768,Como Un Bebé,J Balvin
1642,9429,Flex,Lil Yachty
1643,3428,No Es Justo,J Balvin
1644,6757,Act My Age,One Direction
1645,3685,I'M Comin' Over,Chris Young
1646,8364,Run Run Run,Kelly Clarkson
1647,6376,My Boy,Wale
1648,2163,Otro Trago  Remix,Sech
1649,4724,The Motion,Drake
1650,10986,Genie In A Bottle,Christina Aguilera
1651,6128,死ぬのがいいわ,Fujii Kaze
1652,8655,182  Sober,Blink
1653,7674,Secrets,Mary Lambert
1654,7220,One Way St.,Jhené Aiko
1655,9470,"Peaches (Remix) Feat. Ludacris, Usher & Snoop Dogg",Justin Bieber
1656,10157,Runaway,Sebastian Yatra
1657,1092,Clout,Offset
1658,53,7 Rings,Ariana Grande
1659,1110,Too Good At Goodbyes  Edit,Sam Smith
1660,7473,Servin Killa Kam,Future
1661,3917,Don’T Break My Heart,The Weeknd
1662,7317,Dr. Suess,Ski Mask The Slump God
1663,10665,Skyline To,Frank Ocean
1664,5119,Keii,Anuel Aa
1665,9670,Hope  Intro,J
1666,6100,November,"Tyler, The Creator"
1667,1936,Jingle Bell Rock  Daryl'S Version,Daryl Hall & John Oates
1668,5339,What It Feels Like,Nipsey Hussle
1669,5572,Realist In It,Lil Baby
1670,991,We'Re Good,Dua Lipa
1671,7064,King Vamp,Playboi Carti
1672,5202,Not For Radio,Nas
1673,8716,Therapy Music,Logic
1674,6925,Attention,Joji
1675,1412,"Baby, It'S Cold Outside",Brett Eldredge
1676,82,Mo Bamba,Sheck Wes
1677,2538,Pineapple,Ty Dolla $Ign
1678,5727,Winter Things,Ariana Grande
1679,2017,The Good Ones,Gabby Barrett
1680,2456,Why,Sabrina Carpenter
1681,9505,If You Leave Me Now,Charlie Puth
1682,10719,Overwhelming,Jon Bellion
1683,2550,You Say,Lauren Daigle
1684,8863,Rebirth (2016),Xxxtentacion
1685,10923,Hollaback Girl,Gwen Stefani
1686,6404,5 Hooks,Logic
1687,917,Love Me Harder,Ariana Grande
1688,10203,Dickriders,Gucci Mane
1689,6277,5150,Machine Gun Kelly
1690,10250,Reverse (Ft. Geazy),Vic Mensa
1691,11050,Stubborn Love,The Lumineers
1692,6044,Dame Tu Calor,Eslabon Armado
1693,6522,2 Heads,Coleman Hell
1694,276,Ghost,Justin Bieber
1695,4447,Running Over,Justin Bieber
1696,8677,Eazy  Nothing To Me,G
1697,2141,This Is How We Do,Katy Perry
1698,8902,Ando Más Que Mal,Eslabon Armado
1699,1188,Pretty Girl  Cheat Codes X Cade Remix,Maggie Lindemann
1700,5683,Fuck Tha Police,N.W.A.
1701,7572,Double Standards,Don Toliver
1702,4741,Follow You,Imagine Dragons
1703,1067,Wusyaname,"Tyler, The Creator"
1704,4207,No Good For You,Meghan Trainor
1705,5888,You Don’T Know Me,Summer Walker
1706,5189,Poison,Jack Harlow
1707,7263,Moment Of Clarity,Future
1708,10983,Smuckers,"Tyler, The Creator"
1709,5312,A Nightmare On My Street,Dj Jazzy Jeff & The Fresh Prince
1710,1380,Swish,Tyga
1711,2576,Change Locations,Drake
1712,4275,Whole Lotta Choppas,Sada Baby
1713,3702,Owe Me,Big Sean
1714,5692,Royalty,Xxxtentacion
1715,5454,Broken Halos,Chris Stapleton
1716,4525,Shooters,Tory Lanez
1717,9388,Top Down,Lil Yachty
1718,1529,Look At Her Now,Selena Gomez
1719,1248,Promises,Calvin Harris
1720,7181,Chateau,Jaden
1721,7116,Just Might,Summer Walker
1722,848,Monëy So Big,Yeat
1723,5945,Give Yourself A Try,The 1975
1724,3635,Keep It Burnin,Future
1725,6335,5 Year Plan,Chance The Rapper
1726,4372,30 Hours,Kanye West
1727,6781,North Star,Offset
1728,1885,Te Mudaste,Bad Bunny
1729,2877,My Blood,Twenty One Pilots
1730,10412,Just Dance,Lady Gaga
1731,6255,Pardon My Ego,Logic
1732,8653,Call Me Maybe,Carly Rae Jepsen
1733,3043,Soltera (Remix),Lunay
1734,2064,New Flame,Chris Brown
1735,2412,Dynamite,Nause
1736,4954,Bad Con Nicky,Bad Bunny
1737,769,Betty (Get Money),Yung Gravy
1738,5081,"Rednecks, Red Letters, Red Dirt",Morgan Wallen
1739,3740,Liability,Lorde
1740,9596,Country On,Luke Bryan
1741,9629,Top Sound,Youngboy Never Broke Again
1742,5303,All About It,Hoodie Allen
1743,4818,Hard Piano,Pusha T
1744,6617,Icey,Young Thug
1745,8058,Busted And Blue,Gorillaz
1746,2893,Often  Kygo Remix,The Weeknd
1747,9301,Cut Em In,Anderson .Paak
1748,8460,Monday,Imagine Dragons
1749,1368,Latch,Disclosure
1750,8105,Money Conversations,A Boogie Wit Da Hoodie
1751,7156,Outer Space Bih,Future
1752,4662,Eazy  Drop,G
1753,9250,Ave Maria,Michael Bublé
1754,622,Send My Love (To Your New Lover),Adele
1755,5894,Over You,The Kid Laroi
1756,2259,Show Out,Kid Cudi
1757,2493,Knockin' Boots,Luke Bryan
1758,3295,Save Myself,Ed Sheeran
1759,10943,True Affection,Father John Misty
1760,9336,A Life Of Pain,Baby Keem
1761,1154,I Saw Mommy Kissing Santa Claus,The Jackson 5
1762,5409,Will,Joyner Lucas
1763,4186,Always Been You,Jessie Murph
1764,5373,Strawberry Shortcake,Melanie Martinez
1765,4234,Rule The World,2 Chainz
1766,1242,Lo Mein,Lil Uzi Vert
1767,1992,Permission To Dance,Bts
1768,4033,Roof,Dababy
1769,4179,Multi Millionaire,Lil Pump
1770,3923,Not In The Mood,Lil Tjay
1771,5136,California,Childish Gambino
1772,3437,Overpass Graffiti,Ed Sheeran
1773,9385,In The Flesh,Kodak Black
1774,9969,Don'T Worry Bout Me,Zara Larsson
1775,8996,Tape,Brockhampton
1776,8608,Fendi,Pnb Rock
1777,2920,Home Alone Tonight,Luke Bryan
1778,1901,Hawái  Remix,Maluma
1779,7174,C'Est La Vie,Yung Gravy
1780,10880,Fire Under My Feet,Leona Lewis
1781,7295,A.M. Radio,The Lumineers
1782,2363,Never Enough,Loren Allred
1783,5277,Shots In The Dark,Iann Dior
1784,2587,Cornelia Street,Taylor Swift
1785,7662,Big Star,Lorde
1786,9901,Ring,T.I.
1787,5578,Celebration,Logic
1788,10060,93 Freestyle,Isaiah Rashad
1789,6005,Hitek Tek,Future
1790,6420,Hatchback,Cochise
1791,8761,Peach Jam,88Rising
1792,4555,Blessings,Chance The Rapper
1793,1853,Get You,Daniel Caesar
1794,9807,Like A Rodeo,Kane Brown
1795,5016,Coupe,Pop Smoke
1796,996,Rodeo,Lil Nas X
1797,340,Love Galore,Sza
1798,534,Put Your Records On,Ritt Momney
1799,1424,Shake It Up,Trippie Redd
1800,1291,Spicy,Ty Dolla $Ign
1801,4426,Night Rider,Joji
1802,1978,Solitaires,Future
1803,6592,Welcome To The Party,Pop Smoke
1804,9618,Lions & Eagles,Tee Grizzley
1805,3899,Never Go Back,Dennis Lloyd
1806,2658,T H E . C L I M B . B A C K,J. Cole
1807,4038,By Chance,Rae Sremmurd
1808,3190,Grinding All My Life,Nipsey Hussle
1809,2399,Patek Water,Future
1810,8906,Skin Of My Teeth,Demi Lovato
1811,6973,By Any Means,Schoolboy Q
1812,5313,"Baby, I'M Jealous",Bebe Rexha
1813,217,Girls Like You,Maroon 5
1814,2429,New Man,Ed Sheeran
1815,154,Woman,Doja Cat
1816,2667,Stepping Stone,Eminem
1817,2537,Gone Girl,Sza
1818,4323,Auto Pilot,Migos
1819,451,Middle,Dj Snake
1820,5021,Only You,Metro Boomin
1821,2167,Lets Link,Whoheem
1822,5941,Country Again,Thomas Rhett
1823,2938,Bailando  Spanish Version,Enrique Iglesias
1824,3066,I'M That Girl,Beyoncé
1825,4660,Vice City,Xxxtentacion
1826,5431,Sundress,A$Ap Rocky
1827,7152,Missed You  Bonus Track,The Weeknd
1828,8876,Big Shot,Gunna
1829,2125,This City,Sam Fischer
1830,9611,Introvert,Rich Brian
1831,8368,Really Love,D'Angelo
1832,1223,The Ringer,Eminem
1833,4094,Jetski,Internet Money
1834,2632,Foldin Clothes,J. Cole
1835,9689,Like A Star,Lil Yachty
1836,10165,Ooh Child,The Five Stairsteps
1837,1890,Waves  Robin Schulz Radio Edit,Mr. Probz
1838,6403,The Rumbling,Sim
1839,2251,Get Low,Zedd
1840,74,Deja Vu,Olivia Rodrigo
1841,2191,Imy2,Drake
1842,9063,Stop The Rain,Ed Sheeran
1843,1734,Captain Hook,Megan Thee Stallion
1844,3755,Hold That Heat,Southside
1845,4714,!,Trippie Redd
1846,4846,There He Go,Dababy
1847,9776,Anywhere With You,Maggie Rogers
1848,9984,All I Know So Far,P!Nk
1849,8381,So Below,Dantès
1850,5518,Big Bidness (& Metro Boomin),Big Sean
1851,7583,Suicide,Polo G
1852,6484,"No Matter Which Direction I'M Going In, I Never Chase These Hoes",$Uicideboy$
1853,1938,Have Mercy,Chlöe
1854,3238,Tempo,Lizzo
1855,1357,Jingle Bells  Remastered 1999,Frank Sinatra
1856,8064,Murda,Youngboy Never Broke Again
1857,8805,Feels Like Summer,Vince Staples
1858,9967,Mercedes,Brent Faiyaz
1859,7491,Not Ur Friend,Jeremy Zucker
1860,8618,Body Back,Gryffin
1861,8498,Electric,Katy Perry
1862,43,Kiss Me More,Doja Cat
1863,9619,Agua,Daddy Yankee
1864,979,Motley Crew,Post Malone
1865,5601,Don'T Hurt Yourself,Beyoncé
1866,7814,Harder Better Faster Stronger,Daft Punk
1867,2323,My My My!,Troye Sivan
1868,9915,Lil Bit,Blackbear
1869,477,Happier,Olivia Rodrigo
1870,5005,Dreams Money Can Buy,Drake
1871,2812,Goodbye,Billie Eilish
1872,5616,Too Easy (Remix),Gunna
1873,5482,Minute,Nav
1874,11022,Santa Claus Is Coming To Town,Pentatonix
1875,4986,Heaven,Khalid
1876,10264,Margaritaville,Jimmy Buffett
1877,10427,Ship To Wreck,Florence + The Machine
1878,6010,My Stress,Nf
1879,8278,Wait For It,Usher
1880,9053,I10 Baby,Youngboy Never Broke Again
1881,1279,Adventure Of A Lifetime,Coldplay
1882,10169,Come See About Me,Nicki Minaj
1883,102,Mask Off,Future
1884,10258,Run For Cover,The Killers
1885,2184,I Think,"Tyler, The Creator"
1886,1204,Classic,Mkto
1887,6667,Can'T Stop,Theophilus London
1888,7021,For The Love Of New York,Polo G
1889,8628,Homecoming Queen?,Kelsea Ballerini
1890,8431,Intro,Ski Mask The Slump God
1891,8061,Sweet Caroline,Neil Diamond
1892,943,I Know What You Did Last Summer,Shawn Mendes
1893,8757,Love,Jhené Aiko
1894,2998,From Eden,Hozier
1895,5500,Soulmate,Lizzo
1896,2344,Sos,Sza
1897,9718,Lovers On The Sun,David Guetta
1898,3645,Doja,$Not
1899,2470,Miss Americana & The Heartbreak Prince,Taylor Swift
1900,5611,Broken Guitars,Polo G
1901,7342,Glow Like Dat,Rich Brian
1902,6321,Goddamn,Tyga
1903,6717,Throw It Away,Trippie Redd
1904,3966,Black Parade,Beyoncé
1905,1654,Be Right There,Diplo
1906,6598,Nobody Special,Hotboii
1907,10210,Mrs. Bubblegum,Tyga
1908,10018,Not For Long,B.O.B
1909,9279,Riptide,The Chainsmokers
1910,1553,Smells Like Teen Spirit,Nirvana
1911,6952,Jet Pack Blues,Fall Out Boy
1912,6482,Hun43Rd,A$Ap Rocky
1913,7971,This Is Halloween  Pop Version,Marilyn Manson
1914,1995,No Limit,Usher
1915,9145,Time For Me,Migos
1916,2072,Illicit Affairs,Taylor Swift
1917,3823,Mood 4 Eva,Beyoncé
1918,4735,Pop/Stars,K/Da
1919,5054,Forever,Nle Choppa
1920,4430,Midsummer Madness,88Rising
1921,898,Whoa (Mind In Awe),Xxxtentacion
1922,2661,Valet,Eric Bellinger
1923,8113,On That Time,Playboi Carti
1924,9663,Proud,Paper Route Empire
1925,2109,Change,J. Cole
1926,2781,Still Falling For You,Ellie Goulding
1927,6977,You Asked For This,Halsey
1928,1461,Me Or Sum,Nardo Wick
1929,10776,Silver Bells,Stevie Wonder
1930,3772,"The Man, The Myth, The Legend  Interlude",Juice Wrld
1931,4785,Trust Issues,Drake
1932,2178,After Dark,Drake
1933,694,No Type,Rae Sremmurd
1934,1173,Stole The Show,Kygo
1935,1048,My Way,Calvin Harris
1936,3024,Loving You Easy,Zac Brown Band
1937,1917,Neon Guts,Lil Uzi Vert
1938,1667,Ghostin,Ariana Grande
1939,6844,Subeme La Radio,Enrique Iglesias
1940,8702,2Gether (Enterlude),Steve Lacy
1941,5183,Cut My Lip,Twenty One Pilots
1942,332,White Christmas,Bing Crosby
1943,1907,Make Me...,Britney Spears
1944,10342,Shape Of You  Galantis Remix,Ed Sheeran
1945,5,Goosebumps,Travis Scott
1946,10639,182  Left Alone,Blink
1947,4420,Vamp Anthem,Playboi Carti
1948,7783,People Under The Stairs,Mac Miller
1949,820,Body,Loud Luxury
1950,10081,You Send Me,Aretha Franklin
1951,9681,I Don'T Think I'M Okay,Bazzi
1952,3931,Gospel,Dababy
1953,10891,Third Eye,Florence + The Machine
1954,1768,Reborn,Kids See Ghosts
1955,1562,Venom  Music From The Motion Picture,Eminem
1956,8315,Something Better,Audien
1957,6845,Ricky,Denzel Curry
1958,9729,Siren,The Chainsmokers
1959,1674,Wildest Dreams (Taylor'S Version),Taylor Swift
1960,10941,My Name Is,Eminem
1961,8282,Broken Home,5 Seconds Of Summer
1962,1187,Un Dia (One Day) (Feat. Tainy),J Balvin
1963,9860,The World'S First Ever Monster Truck Front Flip,Arctic Monkeys
1964,5954,Toxic,Summer Walker
1965,8884,I Feel Bad,Blackbear
1966,8944,Sincerely,Youngboy Never Broke Again
1967,2308,She'S Kinda Hot,5 Seconds Of Summer
1968,3077,Hold My Hand,Jess Glynne
1969,1915,I Think I'M Okay,Machine Gun Kelly
1970,85,Montero (Call Me By Your Name),Lil Nas X
1971,5316,Champion,Dababy
1972,5587,Getaway Car,Taylor Swift
1973,6190,Home Ain'T Home,Youngboy Never Broke Again
1974,1719,Privileged Rappers,Drake
1975,7955,Something Bout Me,Key Glock
1976,9218,Wait For Me,Carnage
1977,377,Fair Trade,Drake
1978,9673,Out In Space,Wiz Khalifa
1979,2747,Driving Home For Christmas  2019 Remaster,Chris Rea
1980,1528,Take Your Time,Sam Hunt
1981,9574,Erase U,The Kid Laroi
1982,5920,Patient,Post Malone
1983,4146,The Games We Play,Pusha T
1984,5326,Concert For Aliens,Machine Gun Kelly
1985,2849,Adderall (Corvette Corvette)  Remix,Popp Hunna
1986,1111,Fetish,Selena Gomez
1987,8562,A Song For Everything,Maren Morris
1988,1350,Ritmo (Bad Boys For Life),Black Eyed Peas
1989,2065,Shotta Flow 5,Nle Choppa
1990,3589,Froze,Meek Mill
1991,2954,Intro,J. Cole
1992,9803,Pacman,Gorillaz
1993,6545,Marie  Birthday,Anne
1994,5720,Droppin' Seeds,"Tyler, The Creator"
1995,2879,Ginseng Strip 2002,Yung Lean
1996,8086,Major Bag Alert,Dj Khaled
1997,9493,Thunder / Young Dumb & Broke,Imagine Dragons
1998,1235,What Else Can I Do?,Diane Guerrero
1999,1221,My Future,Billie Eilish
2000,8646,Queen Bitch  1999 Remastered Version,David Bowie
2001,1926,Knock Knock,Sofaygo
2002,2396,Feels Great,Cheat Codes
2003,10283,Don'T Stay,Linkin Park
2004,10640,Wona,Mumford & Sons
2005,2568,Nothings Into Somethings,Drake
2006,8853,Do You Wanna Come Over?,Britney Spears
2007,7233,No Friends,Lil Baby
2008,7223,Like Mariah,Fifth Harmony
2009,9235,Silhouettes  Original Radio Edit,Avicii
2010,10215,What You Never Knew,Ellie Nelson
2011,8737,Rollercoastin,Roddy Ricch
2012,10651,Chainsaw,Nick Jonas
2013,3053,Mr. Morale,Kendrick Lamar
2014,8342,Heaven Or Hell,Don Toliver
2015,8011,Fun Girl,Summer Walker
2016,1726,Uno,Ambjaay
2017,9755,All 4 Nothing (I'M So In Love),Lauv
2018,6192,Back Together,Robin Thicke
2019,1710,Man Of The Year,Juice Wrld
2020,3706,Dive,Kid Cudi
2021,3332,Live Off My Closet,Lil Baby
2022,10612,Inside Out,Eve 6
2023,10952,Entropy,Grimes
2024,8210,Stand Up,Meek Mill
2025,5697,Takes My Body Higher,Shoffy
2026,9863,No Ceilings,A$Ap Ferg
2027,7590,Hope Is A Dangerous Thing For A Woman Like Me To Have  But I Have It,Lana Del Rey
2028,1117,One Call Away,Charlie Puth
2029,5283,Don'T Throw It Away,Jonas Brothers
2030,5272,Rockin' Around The Christmas Tree  Recorded At Spotify Studios Nyc,Miley Cyrus
2031,15,I Fall Apart,Post Malone
