danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.426,0.972,0,-5.122,1,0.0954,0.0017,0.0,0.171,0.341,111.221,audio_features,6WkSUgo1VdpzgtiXKlFPcY,spotify:track:6WkSUgo1VdpzgtiXKlFPcY,https://api.spotify.com/v1/tracks/6WkSUgo1VdpzgtiXKlFPcY,https://api.spotify.com/v1/audio-analysis/6WkSUgo1VdpzgtiXKlFPcY,165373,4
0.497,0.55,8,-6.13,1,0.0257,0.847,0.049,0.119,0.542,79.955,audio_features,66dQdXAbtuPdSasezCQVZE,spotify:track:66dQdXAbtuPdSasezCQVZE,https://api.spotify.com/v1/tracks/66dQdXAbtuPdSasezCQVZE,https://api.spotify.com/v1/audio-analysis/66dQdXAbtuPdSasezCQVZE,204939,4
0.678,0.291,4,-10.339,1,0.0437,0.818,6.08e-05,0.706,0.497,121.092,audio_features,4HqU80xAozomP0XtgxAu6w,spotify:track:4HqU80xAozomP0XtgxAu6w,https://api.spotify.com/v1/tracks/4HqU80xAozomP0XtgxAu6w,https://api.spotify.com/v1/audio-analysis/4HqU80xAozomP0XtgxAu6w,209307,4
0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,audio_features,32rHadAy6b8xYgSq22C0r8,spotify:track:32rHadAy6b8xYgSq22C0r8,https://api.spotify.com/v1/tracks/32rHadAy6b8xYgSq22C0r8,https://api.spotify.com/v1/audio-analysis/32rHadAy6b8xYgSq22C0r8,297587,4
0.831,0.531,1,-7.234,1,0.145,0.2,0.000356,0.107,0.471,146.391,audio_features,28rT3OwXdw4VF1MPYIk1P6,spotify:track:28rT3OwXdw4VF1MPYIk1P6,https://api.spotify.com/v1/tracks/28rT3OwXdw4VF1MPYIk1P6,https://api.spotify.com/v1/audio-analysis/28rT3OwXdw4VF1MPYIk1P6,229040,4
0.774,0.579,10,-6.2,0,0.0699,0.343,0.0,0.131,0.418,92.399,audio_features,5lYLBAH2uSvERWy8GAcBJz,spotify:track:5lYLBAH2uSvERWy8GAcBJz,https://api.spotify.com/v1/tracks/5lYLBAH2uSvERWy8GAcBJz,https://api.spotify.com/v1/audio-analysis/5lYLBAH2uSvERWy8GAcBJz,138646,4
0.841,0.433,0,-7.699,0,0.175,0.0344,2.13e-06,0.121,0.332,115.868,audio_features,7z3rc7SCgjbAztt1cbXkVj,spotify:track:7z3rc7SCgjbAztt1cbXkVj,https://api.spotify.com/v1/tracks/7z3rc7SCgjbAztt1cbXkVj,https://api.spotify.com/v1/audio-analysis/7z3rc7SCgjbAztt1cbXkVj,182069,4
0.53,0.92,1,-2.912,1,0.0734,0.0255,0.0,0.168,0.738,191.977,audio_features,54SMw8TnDcuieolVRXBmni,spotify:track:54SMw8TnDcuieolVRXBmni,https://api.spotify.com/v1/tracks/54SMw8TnDcuieolVRXBmni,https://api.spotify.com/v1/audio-analysis/54SMw8TnDcuieolVRXBmni,236250,4
0.62,0.672,1,-5.508,0,0.233,0.0472,0.0,0.086,0.504,142.859,audio_features,6HCDMQZMIa14cCb6mQkLEo,spotify:track:6HCDMQZMIa14cCb6mQkLEo,https://api.spotify.com/v1/tracks/6HCDMQZMIa14cCb6mQkLEo,https://api.spotify.com/v1/audio-analysis/6HCDMQZMIa14cCb6mQkLEo,199156,4
0.689,0.614,4,-6.137,0,0.0306,0.252,1.95e-05,0.178,0.411,141.97,audio_features,30VHURM5NOfoZmqp2iKawS,spotify:track:30VHURM5NOfoZmqp2iKawS,https://api.spotify.com/v1/tracks/30VHURM5NOfoZmqp2iKawS,https://api.spotify.com/v1/audio-analysis/30VHURM5NOfoZmqp2iKawS,219053,4
